[2017.10.21 22:44:48] [0001m.11s.317ms] [0] WELCOME
[2017.10.21 22:44:48] [0001m.11s.317ms] [1] iCDB Client ver.1.093, 4eaDVz8EvVKuZCsHMzatSQ, build:488395 created 2012-01-27 13:24:08, sources stamp:4eaDVz8EvVKuZCsHMzatSQ
[2017.10.21 22:44:48] [0001m.11s.317ms] [1] Copyright 2012 Mentor Graphics Corporation. All Rights Reserved.
[2017.10.21 22:44:48] [0001m.11s.317ms] [1] Base flow version [7.9.3]
[2017.10.21 22:44:48] [0001m.11s.317ms] [1] GBS Install Id [24044], Flow Id [PADS 9.4.1], Full Flow Name [PADS 9.4.1], Exact Access Date [Nov 1 2011]
[2017.10.21 22:44:48] [0001m.11s.317ms] [1] Machine [DESKTOP-APFMU2M]  User [klutc]  PID [4712]
[2017.10.21 22:44:48] [0001m.11s.321ms] [1] Operating system [Microsoft Home Premium Edition, 64-bit (build 9200)]
[2017.10.21 22:44:48] [0001m.11s.321ms] [1] Current working dir [C:\EyeProject\Eye]
[2017.10.21 22:44:48] [0001m.11s.321ms] [1] PATH [C:\MentorGraphics\9.4PADS\SDD_HOME\wv\win32\bin;C:\ProgramData\Oracle\Java\javapath;C:\Python27\;C:\Python27\Scripts;C:\MentorGraphics\9.4PADS\SDD_HOME\common\win32\bin;C:\MentorGraphics\9.4PADS\SDD_HOME\common\win32\lib;C:\MentorGraphics\9.4PADS\MGC_HOME.ixn\bin;C:\MentorGraphics\9.4PADS\MGC_HOME.ixn\lib;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Skype\Phone\;C:\Program Files\Git\cmd;C:\Program Files (x86)\Mercurial;C:\Program Files\Cinterion\Module Exchange Suite\;C:\Program Files (x86)\Java\jdk1.7.0_25\bin;C:\Program Files (x86)\GNU Tools ARM Embedded\6 2017-q2-update\bin;C:\Users\klutc\AppData\Local\Microsoft\WindowsApps;C:\MentorGraphics\9.4PADS\SDD_HOME\common\win32\lib;C:\MentorGraphics\9.4PADS\SDD_HOME\CAMCAD;C:\Program Files (x86)\proXPN\bin]
[2017.10.21 22:44:48] [0001m.11s.321ms] [1] SDD_HOME [C:\MentorGraphics\9.4PADS\SDD_HOME] on file system [NTFS]
[2017.10.21 22:44:48] [0001m.11s.321ms] [1] SDD_PLATFORM [win32]
[2017.10.21 22:44:48] [0001m.11s.321ms] [1] WDIR [C:\PADS Projects;C:\MentorGraphics\9.4PADS\SDD_HOME\standard]
[2017.10.21 22:44:48] [0001m.11s.321ms] [1] Local iCDB working dir [C:\PADS Projects\iCDB] on file system [NTFS]
[2017.10.21 22:44:48] [0001m.11s.321ms] [3] AMP: CREATE
[2017.10.21 22:44:48] [0001m.11s.321ms] [2] NE: CREATE
[2017.10.21 22:44:48] [0001m.11s.321ms] [1] IC: Project GUID [702c-02e7-da93-aba8-d98b-7e92-a8b7-e950-bd7b-4988-27c1-e38b]
[2017.10.21 22:44:48] [0001m.11s.321ms] [1] IC: Project path [C:\EyeProject\Eye\database] on file system [NTFS]
[2017.10.21 22:44:48] [0001m.11s.321ms] [1] IC: Working in FULL access mode
[2017.10.21 22:44:48] [0001m.11s.321ms] [2] AMP: START
[2017.10.21 22:44:48] [0001m.11s.329ms] [0] ServerToolkit: Running server: command [C:\MentorGraphics\9.4PADS\SDD_HOME\common\win32\bin\iCDBNetServer.exe] with parameters [C:\MentorGraphics\9.4PADS\SDD_HOME\common\win32\bin\iCDBNetServer.exe -db "C:\EyeProject\Eye\database" -prj "C:\EyeProject\Eye\Eye.prj" -dbid "702c-02e7-da93-aba8-d98b-7e92-a8b7-e950-bd7b-4988-27c1-e38b" -autoclose -client "DESKTOP-APFMU2M:klutc:4712" 
[2017.10.21 22:44:48] [0001m.11s.329ms] [0] ServerToolkit: Server command executed
[2017.10.21 22:44:49] [0001m.11s.413ms] [0] ServerToolkit: Server for project [C:\EyeProject\Eye\database] is running
[2017.10.21 22:45:23] [0001m.45s.596ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [21]
[2017.10.21 22:45:23] [0001m.45s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [21]
[2017.10.21 22:45:24] [0001m.46s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [22]
[2017.10.21 22:45:24] [0001m.46s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [22]
[2017.10.21 22:45:25] [0001m.47s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [23]
[2017.10.21 22:45:25] [0001m.47s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [23]
[2017.10.21 22:45:26] [0001m.48s.596ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [24]
[2017.10.21 22:45:26] [0001m.48s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [24]
[2017.10.21 22:45:27] [0001m.49s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [25]
[2017.10.21 22:45:27] [0001m.49s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [25]
[2017.10.21 22:45:28] [0001m.50s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [26]
[2017.10.21 22:45:28] [0001m.50s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [26]
[2017.10.21 22:45:29] [0001m.51s.596ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [27]
[2017.10.21 22:45:29] [0001m.51s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [27]
[2017.10.21 22:45:30] [0001m.52s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [28]
[2017.10.21 22:45:30] [0001m.52s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [28]
[2017.10.21 22:45:31] [0001m.53s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [29]
[2017.10.21 22:45:31] [0001m.53s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [29]
[2017.10.21 22:45:32] [0001m.54s.596ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [30]
[2017.10.21 22:45:32] [0001m.54s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [30]
[2017.10.21 22:45:33] [0001m.55s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [31]
[2017.10.21 22:45:33] [0001m.55s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [31]
[2017.10.21 22:45:34] [0001m.56s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [32]
[2017.10.21 22:45:34] [0001m.56s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [32]
[2017.10.21 22:45:35] [0001m.57s.596ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [33]
[2017.10.21 22:45:35] [0001m.57s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [33]
[2017.10.21 22:45:36] [0001m.58s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [34]
[2017.10.21 22:45:36] [0001m.58s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [34]
[2017.10.21 22:45:37] [0001m.59s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [35]
[2017.10.21 22:45:37] [0001m.59s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [35]
[2017.10.21 22:45:38] [0002m.00s.596ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [36]
[2017.10.21 22:45:38] [0002m.00s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [36]
[2017.10.21 22:45:39] [0002m.01s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [37]
[2017.10.21 22:45:39] [0002m.01s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [37]
[2017.10.21 22:45:40] [0002m.02s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [38]
[2017.10.21 22:45:40] [0002m.02s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [38]
[2017.10.21 22:45:41] [0002m.03s.596ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [39]
[2017.10.21 22:45:41] [0002m.03s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [39]
[2017.10.21 22:45:42] [0002m.04s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [40]
[2017.10.21 22:45:42] [0002m.04s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [40]
[2017.10.21 22:45:43] [0002m.05s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [41]
[2017.10.21 22:45:43] [0002m.05s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [41]
[2017.10.21 22:45:44] [0002m.06s.596ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [42]
[2017.10.21 22:45:44] [0002m.06s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [42]
[2017.10.21 22:45:45] [0002m.07s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [43]
[2017.10.21 22:45:45] [0002m.07s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [43]
[2017.10.21 22:45:46] [0002m.08s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [44]
[2017.10.21 22:45:46] [0002m.08s.602ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [44]
[2017.10.21 22:45:47] [0002m.09s.596ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [45]
[2017.10.21 22:45:47] [0002m.09s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [45]
[2017.10.21 22:45:48] [0002m.10s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [46]
[2017.10.21 22:45:48] [0002m.10s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [46]
[2017.10.21 22:45:49] [0002m.11s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [47]
[2017.10.21 22:45:49] [0002m.11s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [47]
[2017.10.21 22:45:50] [0002m.12s.595ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [48]
[2017.10.21 22:45:50] [0002m.12s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [48]
[2017.10.21 22:45:51] [0002m.13s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [49]
[2017.10.21 22:45:51] [0002m.13s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [49]
[2017.10.21 22:45:52] [0002m.14s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [50]
[2017.10.21 22:45:52] [0002m.14s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [50]
[2017.10.21 22:45:53] [0002m.15s.595ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [51]
[2017.10.21 22:45:53] [0002m.15s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [51]
[2017.10.21 22:45:54] [0002m.16s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [52]
[2017.10.21 22:45:54] [0002m.16s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [52]
[2017.10.21 22:45:55] [0002m.17s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [53]
[2017.10.21 22:45:55] [0002m.17s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [53]
[2017.10.21 22:45:56] [0002m.18s.595ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [54]
[2017.10.21 22:45:56] [0002m.18s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [54]
[2017.10.21 22:45:57] [0002m.19s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [55]
[2017.10.21 22:45:57] [0002m.19s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [55]
[2017.10.21 22:45:58] [0002m.20s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [56]
[2017.10.21 22:45:58] [0002m.20s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [56]
[2017.10.21 22:45:59] [0002m.21s.595ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [57]
[2017.10.21 22:45:59] [0002m.21s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [57]
[2017.10.21 22:46:00] [0002m.22s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [58]
[2017.10.21 22:46:00] [0002m.22s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [58]
[2017.10.21 22:46:01] [0002m.23s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [59]
[2017.10.21 22:46:01] [0002m.23s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [59]
[2017.10.21 22:46:02] [0002m.24s.595ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [60]
[2017.10.21 22:46:02] [0002m.24s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [60]
[2017.10.21 22:46:03] [0002m.25s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [61]
[2017.10.21 22:46:03] [0002m.25s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [61]
[2017.10.21 22:46:04] [0002m.26s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [62]
[2017.10.21 22:46:04] [0002m.26s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [62]
[2017.10.21 22:46:05] [0002m.27s.595ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [63]
[2017.10.21 22:46:05] [0002m.27s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [63]
[2017.10.21 22:46:06] [0002m.28s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [64]
[2017.10.21 22:46:06] [0002m.28s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [64]
[2017.10.21 22:46:07] [0002m.29s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [65]
[2017.10.21 22:46:07] [0002m.29s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [65]
[2017.10.21 22:46:08] [0002m.30s.595ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [66]
[2017.10.21 22:46:08] [0002m.30s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [66]
[2017.10.21 22:46:09] [0002m.31s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [67]
[2017.10.21 22:46:09] [0002m.31s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [67]
[2017.10.21 22:46:10] [0002m.32s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [68]
[2017.10.21 22:46:10] [0002m.32s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [68]
[2017.10.21 22:46:11] [0002m.33s.595ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [69]
[2017.10.21 22:46:11] [0002m.33s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [69]
[2017.10.21 22:46:12] [0002m.34s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [70]
[2017.10.21 22:46:12] [0002m.34s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [70]
[2017.10.21 22:46:13] [0002m.35s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [71]
[2017.10.21 22:46:13] [0002m.35s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [71]
[2017.10.21 22:46:14] [0002m.36s.599ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [72]
[2017.10.21 22:46:14] [0002m.36s.603ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [72]
[2017.10.21 22:46:15] [0002m.37s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [73]
[2017.10.21 22:46:15] [0002m.37s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [73]
[2017.10.21 22:46:16] [0002m.38s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [74]
[2017.10.21 22:46:16] [0002m.38s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [74]
[2017.10.21 22:46:17] [0002m.39s.647ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [75]
[2017.10.21 22:46:17] [0002m.39s.651ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [75]
[2017.10.21 22:46:18] [0002m.40s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [76]
[2017.10.21 22:46:18] [0002m.40s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [76]
[2017.10.21 22:46:19] [0002m.41s.594ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [77]
[2017.10.21 22:46:19] [0002m.41s.598ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [77]
[2017.10.21 22:46:20] [0002m.42s.595ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [78]
[2017.10.21 22:46:20] [0002m.42s.599ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [78]
[2017.10.21 22:46:21] [0002m.43s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [79]
[2017.10.21 22:46:21] [0002m.43s.601ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [79]
[2017.10.21 22:46:21] [0002m.44s.165ms] [1] C: Registered sub-client: [BlockCacheDxD:390296256] with ID: [80]
[2017.10.21 22:46:21] [0002m.44s.165ms] [1] C: Registered sub-client: [ObjectHolder_380197344] with ID: [81]
[2017.10.21 22:46:21] [0002m.44s.165ms] [1] C: Registered sub-client: [GlobalNetAliasUpdater_380197520] with ID: [82]
[2017.10.21 22:46:21] [0002m.44s.169ms] [1] C: Registered sub-client: [IcdbNetProcessorSubClientDxD:380748232] with ID: [83]
[2017.10.21 22:46:22] [0002m.44s.698ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [84]
[2017.10.21 22:46:22] [0002m.44s.698ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [84]
[2017.10.21 22:46:23] [0002m.46s.172ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [85]
[2017.10.21 22:46:23] [0002m.46s.176ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [85]
[2017.10.21 22:46:24] [0002m.46s.597ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [86]
