[2017.11.15 08:52:08] [0001m.16s.696ms] [0] WELCOME
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] iCDB Client ver.1.093, 4eaDVz8EvVKuZCsHMzatSQ, build:488395 created 2012-01-27 13:24:08, sources stamp:4eaDVz8EvVKuZCsHMzatSQ
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] Copyright 2012 Mentor Graphics Corporation. All Rights Reserved.
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] Base flow version [7.9.3]
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] GBS Install Id [24044], Flow Id [PADS 9.4.1], Full Flow Name [PADS 9.4.1], Exact Access Date [Nov 1 2011]
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] Machine [DESKTOP-APFMU2M]  User [klutc]  PID [6244]
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] Operating system [Microsoft Home Premium Edition, 64-bit (build 9200)]
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] Current working dir [C:\EyeProject\Eye]
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] PATH [C:\MentorGraphics\9.4PADS\SDD_HOME\wv\win32\bin;C:\Program Files\Docker\Docker\Resources\bin;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\ProgramData\Oracle\Java\javapath;C:\MentorGraphics\9.4PADS\SDD_HOME\common\win32\bin;C:\MentorGraphics\9.4PADS\SDD_HOME\common\win32\lib;C:\MentorGraphics\9.4PADS\MGC_HOME.ixn\bin;C:\MentorGraphics\9.4PADS\MGC_HOME.ixn\lib;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Skype\Phone\;C:\Program Files\Git\cmd;C:\Program Files (x86)\Mercurial;C:\Program Files\Cinterion\Module Exchange Suite\;C:\Program Files (x86)\Java\jdk1.7.0_25\bin;c:\Program Files (x86)\Microsoft SQL Server\110\Tools\Binn\;c:\Program Files\Microsoft SQL Server\110\Tools\Binn\;c:\Program Files\Microsoft SQL Server\110\DTS\Binn\;C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit\;C:\Users\klutc\AppData\Local\Programs\Python\Python36-32\Scripts\;C:\Users\klutc\AppData\Local\Programs\Python\Python36-32\;C:\Program Files (x86)\GNU Tools ARM Embedded\6 2017-q2-update\bin;C:\Users\klutc\AppData\Local\Microsoft\WindowsApps;C:\MentorGraphics\9.4PADS\SDD_HOME\common\win32\lib;C:\MentorGraphics\9.4PADS\SDD_HOME\CAMCAD;C:\Program Files (x86)\proXPN\bin;C:\Users\klutc\AppData\Local\atom\bin]
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] SDD_HOME [C:\MentorGraphics\9.4PADS\SDD_HOME] on file system [NTFS]
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] SDD_PLATFORM [win32]
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] WDIR [C:\PADS Projects;C:\MentorGraphics\9.4PADS\SDD_HOME\standard]
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] Local iCDB working dir [C:\PADS Projects\iCDB] on file system [NTFS]
[2017.11.15 08:52:08] [0001m.16s.696ms] [3] AMP: CREATE
[2017.11.15 08:52:08] [0001m.16s.696ms] [2] NE: CREATE
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] IC: Project GUID [2d4b-a599-bfb7-69be-727e-90ac-27e9-0a50-540a-6614-7398-ea41]
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] IC: Project path [C:\EyeProject\Eye\database] on file system [NTFS]
[2017.11.15 08:52:08] [0001m.16s.696ms] [1] IC: Working in FULL access mode
[2017.11.15 08:52:08] [0001m.16s.696ms] [2] AMP: START
[2017.11.15 08:52:08] [0001m.16s.781ms] [0] ServerToolkit: Running server: command [C:\MentorGraphics\9.4PADS\SDD_HOME\common\win32\bin\iCDBNetServer.exe] with parameters [C:\MentorGraphics\9.4PADS\SDD_HOME\common\win32\bin\iCDBNetServer.exe -db "C:\EyeProject\Eye\database" -prj "C:\EyeProject\Eye\Eye.prj" -dbid "2d4b-a599-bfb7-69be-727e-90ac-27e9-0a50-540a-6614-7398-ea41" -autoclose -client "DESKTOP-APFMU2M:klutc:6244" 
[2017.11.15 08:52:08] [0001m.16s.781ms] [0] ServerToolkit: Server command executed
[2017.11.15 08:52:08] [0001m.16s.966ms] [0] ServerToolkit: Server for project [C:\EyeProject\Eye\database] is running
[2017.11.15 08:53:22] [0002m.30s.779ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [23]
[2017.11.15 08:53:22] [0002m.30s.779ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [23]
[2017.11.15 08:53:23] [0002m.31s.780ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [24]
[2017.11.15 08:53:23] [0002m.31s.780ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [24]
[2017.11.15 08:53:24] [0002m.32s.781ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [25]
[2017.11.15 08:53:24] [0002m.32s.781ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [25]
[2017.11.15 08:53:25] [0002m.33s.782ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [26]
[2017.11.15 08:53:25] [0002m.33s.782ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [26]
[2017.11.15 08:53:26] [0002m.34s.782ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [27]
[2017.11.15 08:53:26] [0002m.34s.782ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [27]
[2017.11.15 08:53:27] [0002m.35s.783ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [28]
[2017.11.15 08:53:27] [0002m.35s.783ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [28]
[2017.11.15 08:53:28] [0002m.36s.784ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [29]
[2017.11.15 08:53:28] [0002m.36s.784ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [29]
[2017.11.15 08:53:29] [0002m.37s.770ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [30]
[2017.11.15 08:53:29] [0002m.37s.770ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [30]
[2017.11.15 08:53:30] [0002m.38s.771ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [31]
[2017.11.15 08:53:30] [0002m.38s.771ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [31]
[2017.11.15 08:53:31] [0002m.39s.771ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [32]
[2017.11.15 08:53:31] [0002m.39s.771ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [32]
[2017.11.15 08:53:32] [0002m.40s.771ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [33]
[2017.11.15 08:53:32] [0002m.40s.771ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [33]
[2017.11.15 08:53:33] [0002m.41s.772ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [34]
[2017.11.15 08:53:33] [0002m.41s.772ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [34]
[2017.11.15 08:53:34] [0002m.42s.773ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [35]
[2017.11.15 08:53:34] [0002m.42s.773ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [35]
[2017.11.15 08:53:35] [0002m.43s.774ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [36]
[2017.11.15 08:53:35] [0002m.43s.774ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [36]
[2017.11.15 08:53:36] [0002m.44s.775ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [37]
[2017.11.15 08:53:36] [0002m.44s.775ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [37]
[2017.11.15 08:53:37] [0002m.45s.776ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [38]
[2017.11.15 08:53:37] [0002m.45s.776ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [38]
[2017.11.15 08:53:38] [0002m.46s.776ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [39]
[2017.11.15 08:53:38] [0002m.46s.776ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [39]
[2017.11.15 08:53:39] [0002m.47s.777ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [40]
[2017.11.15 08:53:39] [0002m.47s.777ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [40]
[2017.11.15 08:53:40] [0002m.48s.777ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [41]
[2017.11.15 08:53:40] [0002m.48s.777ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [41]
[2017.11.15 08:53:41] [0002m.49s.777ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [42]
[2017.11.15 08:53:41] [0002m.49s.777ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [42]
[2017.11.15 08:53:42] [0002m.50s.779ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [43]
[2017.11.15 08:53:42] [0002m.50s.779ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [43]
[2017.11.15 08:53:43] [0002m.51s.779ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [44]
[2017.11.15 08:53:43] [0002m.51s.779ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [44]
[2017.11.15 08:53:44] [0002m.52s.780ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [45]
[2017.11.15 08:53:44] [0002m.52s.780ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [45]
[2017.11.15 08:53:45] [0002m.53s.781ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [46]
[2017.11.15 08:53:45] [0002m.53s.781ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [46]
[2017.11.15 08:53:46] [0002m.54s.782ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [47]
[2017.11.15 08:53:46] [0002m.54s.782ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [47]
[2017.11.15 08:53:47] [0002m.55s.788ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [48]
[2017.11.15 08:53:47] [0002m.55s.792ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [48]
[2017.11.15 08:53:48] [0002m.56s.799ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [49]
[2017.11.15 08:53:48] [0002m.56s.799ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [49]
[2017.11.15 08:53:49] [0002m.57s.799ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [50]
[2017.11.15 08:53:49] [0002m.57s.799ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [50]
[2017.11.15 08:53:50] [0002m.58s.800ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [51]
[2017.11.15 08:53:50] [0002m.58s.800ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [51]
[2017.11.15 08:53:51] [0002m.59s.801ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [52]
[2017.11.15 08:53:51] [0002m.59s.801ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [52]
[2017.11.15 08:53:52] [0003m.00s.801ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [53]
[2017.11.15 08:53:52] [0003m.00s.801ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [53]
[2017.11.15 08:53:53] [0003m.01s.802ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [54]
[2017.11.15 08:53:53] [0003m.01s.802ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [54]
[2017.11.15 08:53:54] [0003m.02s.803ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [55]
[2017.11.15 08:53:54] [0003m.02s.803ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [55]
[2017.11.15 08:53:55] [0003m.03s.804ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [56]
[2017.11.15 08:53:55] [0003m.03s.804ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [56]
[2017.11.15 08:53:56] [0003m.04s.805ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [57]
[2017.11.15 08:53:56] [0003m.04s.805ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [57]
[2017.11.15 08:53:57] [0003m.05s.807ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [58]
[2017.11.15 08:53:57] [0003m.05s.807ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [58]
[2017.11.15 08:53:58] [0003m.06s.808ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [59]
[2017.11.15 08:53:58] [0003m.06s.808ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [59]
[2017.11.15 08:53:59] [0003m.07s.809ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [60]
[2017.11.15 08:53:59] [0003m.07s.809ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [60]
[2017.11.15 08:54:00] [0003m.08s.814ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [61]
[2017.11.15 08:54:00] [0003m.08s.814ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [61]
[2017.11.15 08:54:01] [0003m.09s.811ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [62]
[2017.11.15 08:54:01] [0003m.09s.811ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [62]
[2017.11.15 08:54:02] [0003m.10s.811ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [63]
[2017.11.15 08:54:02] [0003m.10s.811ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [63]
[2017.11.15 08:54:03] [0003m.11s.812ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [64]
[2017.11.15 08:54:03] [0003m.11s.812ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [64]
[2017.11.15 08:54:04] [0003m.12s.813ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [65]
[2017.11.15 08:54:04] [0003m.12s.813ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [65]
[2017.11.15 08:54:05] [0003m.13s.814ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [66]
[2017.11.15 08:54:05] [0003m.13s.814ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [66]
[2017.11.15 08:54:06] [0003m.14s.814ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [67]
[2017.11.15 08:54:06] [0003m.14s.814ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [67]
[2017.11.15 08:54:07] [0003m.15s.816ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [68]
[2017.11.15 08:54:07] [0003m.15s.816ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [68]
[2017.11.15 08:54:08] [0003m.16s.801ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [69]
[2017.11.15 08:54:08] [0003m.16s.801ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [69]
[2017.11.15 08:54:09] [0003m.17s.802ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [70]
[2017.11.15 08:54:09] [0003m.17s.802ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [70]
[2017.11.15 08:54:10] [0003m.18s.807ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [71]
[2017.11.15 08:54:10] [0003m.18s.807ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [71]
[2017.11.15 08:54:11] [0003m.19s.804ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [72]
[2017.11.15 08:54:11] [0003m.19s.804ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [72]
[2017.11.15 08:54:12] [0003m.20s.804ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [73]
[2017.11.15 08:54:12] [0003m.20s.804ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [73]
[2017.11.15 08:54:13] [0003m.21s.805ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [74]
[2017.11.15 08:54:13] [0003m.21s.805ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [74]
[2017.11.15 08:54:14] [0003m.22s.806ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [75]
[2017.11.15 08:54:14] [0003m.22s.806ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [75]
[2017.11.15 08:54:15] [0003m.23s.807ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [76]
[2017.11.15 08:54:15] [0003m.23s.807ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [76]
[2017.11.15 08:54:16] [0003m.24s.823ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [77]
[2017.11.15 08:54:16] [0003m.24s.823ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [77]
[2017.11.15 08:54:17] [0003m.25s.824ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [78]
[2017.11.15 08:54:17] [0003m.25s.824ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [78]
[2017.11.15 08:54:18] [0003m.26s.825ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [79]
[2017.11.15 08:54:18] [0003m.26s.825ms] [1] C: Unregistered sub-client: [LDD_ECO_IMPORT] with ID: [79]
[2017.11.15 08:54:19] [0003m.27s.825ms] [1] C: Registered sub-client: [LDD_ECO_IMPORT] with ID: [80]
